10089,bonnet-rouge,c,red,,
14211,book-black,c,black,,
12151,boot-black,c,black,,
14473,boot-blacker,n,,,
7883,bottle-blue,c,blue,,
9375,bottle-colored,n,,,
8471,bottle-green,c,green,,
7138,bovvllng-green,c,green,,bowling-green
3597,bowbng-green,c,green,,bowling-green
10310,bowhng-green,c,green,,bowling-green
10298,bowling-green,c,green,,
14858,bracken-green,c,green,,
16846,bran-colored,y,,,
5671,branded-gray,c,gray,,
4617,brandy-brown,c,brown,,
8712,brandy-colored,y,,,
12289,brass-color,y,,,
4477,brassy-yellow,c,yellow,,
11493,breast-bone,n,,,
12722,briar-rose,c,rose,,
35,brick-dust-colored,y,,,
10458,brickdust-colored,y,,,
11069,brid-lime,c,lime,,
17576,bridal-green,c,green,,
1130,bride-white,c,white,,
14956,brifrht-colored,n,bright-colored,m,
9026,brigbt-colored,n,bright-colored,m,
16972,bright-colored,n,,m,
4818,brightest-colored,n,,m,
12905,brightly-colored,n,,m,
12658,brightly-gilded,n,,,
15470,briglit-yellow,c,yellow,,
10701,briht-colored,n,bright-colored,m,
4959,brilliant-colored,n,,m,
5052,brilliantly-colored,n,,m,
19064,brilliantly-green,c,green,,
6239,brilliantly-white,c,white,,
4280,brimstone-colored,y,,,
9823,brimstone-yellow,c,yellow,,
19260,broad-green,c,green,,
2591,bronzed-brown,c,brown,,
17022,brook-lime,c,lime,,
14008,brown-study-color,n,,,
18448,bruise-purple,c,bruise,,
8602,buck-wheat,n,,,
15057,buff-color,n,,m,
14273,buff-colored,n,,m,
2296,bufi-colored,n,buff-colored,m,
7966,buflf-colored,n,buff-colored,m,
11158,burnet-colored,y,,,
5916,burning-red,c,red,,
12468,burnished-brown,c,brown,,
1207,burnt-red,c,red,,
17904,burnt-sienna,c,sienna,,
16082,burnt-umber,c,umber,,
10690,butcher-blue,c,blue,,
17548,butchers'-blue,y,,,
18722,butter-colored,y,,,
18121,butter-yellow,c,yellow,,
19204,butternut-colored,y,,,
4201,buy-a-moss-rose,n,rose,,
16888,by-blue,n,blue,,
17496,cabbage-rose,c,rose,,
12031,cadmium-orange,c,orange,,
1078,cadmium-yellow,c,yellow,,
1416,caimac-cream,c,cream,,
580,cameleon-colored,n,,m,
18506,canarv-colored,y,canary-colored,,
4336,canarv-yellow,n,yellow,,canary-yellow
14404,cane-colored,y,,,
18552,capsicum-colored,y,,,
13099,cardinal-blue,c,blue,,
972,carefully-colored,n,,m,
2138,carnation-color,y,,,
12115,carnation-colored,y,,,
18,carnation-red,c,red,,
11897,carrot-colored,y,,,
8412,carrotty-colored,y,,,
9078,carrotty-red,c,red,,
16319,carroty-red,c,red,,
6733,carroty-yellow,c,yellow,,
12262,carved-ivory,c,ivory,,
4198,castle-green,c,green,,
16449,cat-green,c,green,,
13628,cedar-colored,y,,,
18754,cedar-green,c,green,,
8023,celadon-green,y,,,
18871,chalk-colored,n,,m,
10659,chalk-white,c,white,,
15945,changing-colored,n,,m,
616,chapel-green,c,green,,
4000,cheaply-gilt,n,gilt,,
11438,cheek-bone,n,,,
16272,cheese-colored,n,,m,
17852,cheity-colored,n,,m,
3401,chemically-colored,n,,m,
15063,cherrj-colored,n,cherry-colored,m,
2681,cherrv-colored,n,cherry-colored,m,
9294,chesnut-brown,c,brown,,chestnut-brown
2870,chesnut-colored,n,,m,
19376,chestnnt-brown,c,brown,,chestnut-brown
2638,chill-red,c,red,,
6131,china-blue,c,blue,,
13145,china-rose,c,rose,,
2057,chinchilli-colored,n,,m,
7188,chintz-colored,n,,m,
13439,chocolateand-white,n,chocolate-and-white,,
1262,chrome-yellow,c,yellow,,
17570,chrysoprase-green,c,green,,
9956,cinder-black,c,black,,
2104,citron-colored,n,,m,
9432,ckiret-colored,n,,m,
17768,clay-color,n,,m,
12611,clay-colored,n,,m,
1866,clay-white,c,white,,
8258,clayey-colored,n,clayed-colored,m,
6646,clear-blue,c,blue,,
7149,clear-brown,c,brown,,
6033,clew-garnet,n,,,
15980,cliarcoal-black,c,black,,charcoal-black
14368,clierry-colored,c,cherry-colored,m,
6183,cliina-blue,c,blue,,china-blue
16676,clingy-white,c,white,,
6619,clog-violet,c,violet,,
14240,cloister-green,c,green,,
11173,cloth-of-gold,n,gold,,
11621,clothes-blue,c,blue,,
132,clothof-gold,n,gold,,
15911,cloud-shadow,n,,,
16801,cloudy-white,c,white,,
11706,clove-pink,c,pink,,
6041,clover-white,c,white,,
1223,cluster-rose,c,rose,,
2854,cntt-red,n,red,,
3281,coal-red,c,red,,
15817,coarse-colored,n,,m,
2056,cobweb-colored,n,,m,
5356,cocoon-colored,n,,m,
901,coffee-brown,c,brown,,
17601,coffee-colored,n,,m,
13260,coffee-cream,y,,,
13081,coffeeand-cream,n,coffee-and-cream,,
5991,cofiin-black,c,black,,
1349,cofipee-colored,n,coffee-colored,m,
4691,coideiirde-rose,n,rose,,
14197,cola-black,c,black,,
7237,cold-black,c,black,,
18204,cold-blue,c,blue,,
11174,cold-cream,c,cream,,
13338,cold-gray,c,gray,,
8044,collar-bone,n,,,
9571,college-green,c,green,,
6407,colorssalmon-pink,c,pink,,salmon-pink
4373,concui-red,n,,,
8912,confei-red,n,,,
2097,consid-red,n,,,
4078,cool-colored,n,,m,
8442,copperas-colored,y,,,
19443,coppery-colored,n,,m,
5325,coppery-gray,c,gray,,
8215,coppery-red,c,red,,
7147,corn-color,n,,m,
11056,corn-colored,y,,,
17068,cornelian-red,c,red,,
2406,costly-colored,n,,m,
3400,cotlee-colored,n,,,
11339,cottage-white,c,white,,
18021,cotton-colored,y,,,
19124,cotton-white,c,white,,
1708,couletcrde-rose,n,rose,,
15125,couleur-de-rose,y,rose,,
2244,couleurde-rose,n,rose,,
9064,cousin-red,c,red,,
6459,cow-colored,y,,,
3308,cow-dun,n,,,
15181,cowslip-colored,y,,,
4802,crane-colored,y,,,
18877,creamy-pink,c,pink,,
206,creamy-white,c,white,,
12230,crime-gilt,c,gilt,,
6706,crirae-gilt,n,gilt,,
9687,crisp-brown,c,brown,,
12740,crisp-white,c,white,,
9903,crockery-blue,c,blue,,
763,crocus-colored,y,,,
8859,croquet-green,c,green,,
9611,crow-black,c,black,,
7192,crown-colored,n,,,
14257,crude-colored,n,,,
15926,cucumber-green,c,cucumber,,
12004,curd-white,c,white,,
6486,curious-colored,n,,m,
19534,curly-black,c,black,,
9673,currant-colored,y,,,
1075,currie-colored,y,,,
14546,custard-colored,y,,,
17050,cwcam-colored,n,,,
10607,dahlia-colored,y,,,
6561,daik-green,c,green,,
1214,daik-red,c,red,,
16684,daintysky-blue,c,blue,,
11849,damaged-orange,c,orange,,
14711,damask-red,c,red,,
8220,damask-rose,c,rose,,
10072,damson-colored,y,,,
2649,dandy-gray-russet,c,gray-russet,,
8963,dapple-gray,c,gray,,
12161,dappled-cream,c,cream,,
14687,dappled-gray,c,gray,,
19247,dappled-white,c,white,,
19196,dark-colored,n,,m,
12556,darker-colored,n,,m,
3253,darkest-colored,n,,m,
16931,darkish-blue,c,blue,,
8988,darkly-colored,n,,m,
17119,darkly-purple,c,purple,,
4136,dashing-white,c,white,,
17229,day-brick,n,,,
6845,dazzling-green,c,green,,
3010,dazzling-white,c,white,,
7279,dbutcream-colored,n,,,
19392,dead-black,c,black,,
12140,dead-blue,c,blue,,
4699,dead-brown,c,brown,,
399,dead-colored,n,,m,
11475,dead-gold,c,gold,,
10865,dead-golden,c,golden,,
1759,dead-opal,c,opal,,
3143,dead-white,c,white,,
14603,dead-yellow,c,yellow,,
6614,deadly-white,c,white,,
5776,death-black,c,black,,
4584,death-blue,c,blue,,
2068,death-shadow,n,,,
4154,death-white,c,white,,
12109,deceitfully-green,c,green,,
3432,decla-red,n,,,
6657,deep-colored,n,,m,
9183,deeper-colored,n,,m,
16653,deeply-blue,c,blue,,
12142,deeply-colored,n,,m,
10771,deeply-green,c,green,,
17039,deiinec-red,n,red,,
8784,delft-blue,n,blue,,
15692,delicate-colored,n,,m,
13494,delicately-brown,c,brown,,
5644,delicately-colored,n,,m,
1842,delicately-pink,c,pink,,
729,delicately-white,c,white,,
4129,deliciously-brown,c,bornw,,
12236,demi-cerulean,y,,,
10547,demi-semi-colored,n,,m,
11508,dew-white,c,white,,
7142,diamond-white,c,white,,
673,different-colored,n,,m,
3821,differently-colored,n,,m,
335,dim-blue,c,blue,,
13473,dim-colored,n,,m,
9726,dim-gold,c,gold,,
6480,dim-red,c,red,,
9166,dimly-colored,n,,m,
11875,dingy-colored,n,,m,
15657,dingy-gilt,c,gilt,,
4485,dingy-green,c,green,,
10402,dingy-red,c,red,,
15366,dingy-white,c,white,,
2164,dingy-yellow,c,yellow,,
4186,dirt-brown,c,brown,,
17532,dirt-colored,y,,,
19347,dirty-brown,c,brown,,
14597,dirty-red,c,red,,
14350,dirty-white,c,white,,
13929,dirty-yellow,c,yellow,,
2144,dis-colored,n,,,
1852,discovt-red,n,,,
12986,disksilver-white,y,,,
14647,distressingly-green,c,green,,
3279,divers-colored,n,,m,
4712,dog-rose,c,rose,,
16186,dog-violet,c,violet,,
6072,dogue-rose,n,rose,,
10166,double-brown,c,brown,,
18595,double-colored,n,,m,
19563,double-gilded,n,,,
14617,double-gilt,n,gilt,,
131,double-gold,n,gold,,
13484,doubtfully-white,n,white,,
18603,dove'sneck-colored,y,,,
17389,dove-color,y,,,
8421,dove-colored,y,,,
13662,dove-gray,c,gray,,
17691,drab-color,y,,,
1360,drab-colored,y,,,
6544,drab-gray,y,,,
16504,drabby-brownish,y,,,
19476,drabby-gray,y,,,
13188,dream-shadow,n,,,
17191,dress-pink,n,pink,,
5622,dresseswater-colored,n,water-colored,,
3474,dry-bone,n,,,
921,drying-green,n,green,,
4518,duck-egg-colored,y,,,
9217,duckline-colored,n,,,
10761,duffle-gray,n,gray,,
15161,dull-black,c,black,,
2260,dull-blue,c,blue,,
5989,dull-colored,n,,m,
16443,dull-gold,c,gold,,
17115,dull-golden,c,golden,,
1308,dull-gray,c,gray,,
4941,dull-green,c,green,,
11804,dull-purple,c,purple,,
6770,dull-red,c,red,,
8049,duller-colored,n,,m,
168,dun-duckettymud-colored,n,mud-colored,,
11573,dung-colored,y,,,
17049,dusk-red,c,red,,
4613,dusky-brown,c,brown,,
7578,dusky-green,c,green,,
1442,dusky-red,c,red,,
13412,dusky-white,c,white,,
8473,dusky-yellow,c,yellow,,
2872,dust-brown,c,brown,,
15907,dust-color,y,,,
12977,dust-colored,y,,,
970,dust-gray,c,gray,,
15097,duster-colored,n,,,
6540,dusty-amethyst,c,amethyst,,
11822,dusty-brown,c,brown,,
2395,dusty-colored,n,,m,
14972,dusty-gray,c,gray,,
13339,dusty-white,c,white,,
5477,dwarf-colored,y,,,
7826,e-bone,n,,,
9305,e-colored,n,,,
5108,e-green,n,,,
2712,earth-brown,c,brown,,
1770,earth-color,y,,,
10655,earth-colored,y,,,
9578,ebon-black,y,,,
12281,ebon-colored,y,,,
14787,edges-gilt,n,,,
10154,eel-brown,c,brown,,
16066,eel-color,y,,,
14169,elaborately-gilded,n,gilded,,
385,elect-in-purple,n,purple,,
17436,electric-blue,c,blue,,
10820,emerald,y,,,
10671,emerald-colored,y,,,
18878,emerald-green,y,,,
19452,eold-colored,n,old-colored,,
10007,eternally-rosy,n,rosy,,
1595,evening-blue,c,blue,,
18888,evening-red,c,red,,
14931,ever-blue,c,blue,,
7304,ever-green,c,green,,
19560,ever-red,c,red,,
7592,ever-rosy,c,rosy,,
19306,ever-sanguine,c,sanguine,,
6067,ex-white,n,white,,
4706,exquisitely-colored,n,,m,
16965,eye-bone,n,,,
12470,faavn-colored,n,,,
11869,fad-colored,n,,m,
5599,faint-blue,c,blue,,
13516,faint-colored,n,,m,
15571,faint-gray,c,gray,,
3367,faint-green,c,green,,
18571,faintly-azure,c,azure,,
18427,faintly-colored,n,,m,
2980,faintly-green,c,green,,
2706,faintly-lilac,c,lilac,,
14417,fair-brown,c,brown,,
18010,fair-colored,n,,m,
8428,fair-green,c,green,,
12016,fair-yellow,c,yellow,,
9188,fairy-colored,n,,m,
14237,fairy-green,c,green,,
8052,fairy-pink,c,pink,,
8922,falsely-sanguine,n,sanguine,,
9372,fan-tan,n,tan,,
9199,fancy-colored,n,,m,
5861,fashionably-black,n,black,,
14863,fast-colored,n,,m,
7639,feather-white,c,white,,
13889,fern-red,c,red,,
13047,ferret-red,c,red,,
2441,fettf-red,n,,,
9715,fierj-red,n,fiery-red,,
17901,fiery-colored,y,,,
6939,fiery-crimson,c,crimson,,
11396,fiery-gold,c,gold,,
11976,fiery-golden,c,golden,,
3580,fiery-red,c,red,,
137,fig-marigold,c,marigold,,
17847,figured-green,n,green,,
3779,filigree-silver,c,silver,,
18093,fillemot-colored,n,filemot-colored,,
5248,filthy-colored,n,,m,
16963,filver-purple,n,silver-purple,,
8313,finch-colored,y,,,
19222,fine-colored,n,,m,
6079,finely-colored,n,,m,
2578,finely-gilded,n,gilded,,
8958,fire-colored,y,,,
13814,fire-opal,c,opal,,
13737,fire-red,c,red,,
17480,fire-ruddy,c,rubby,,
4137,fish-bone,n,,,
13932,fishy-green,c,green,,
16163,five-colored,n,,m,
5736,five-shilling-brown,c,brown,,
1918,flake-white,c,white,,
18699,flame-color,y,,,
16387,flame-colored,y,,,
8590,flaming-red,c,red,,
15489,flamiug-red,n,flaming-red,,
10148,flaring-colored,y,,,
6024,flash-colored,n,,m,
371,flax-colored,y,,,
6364,flax-white,c,white,,
10053,flea-bitten-gray,n,gray,,
220,fleecy-white,n,white,,
18749,flesh-colored,y,,,
14853,flint-colored,y,,,
11262,flint-gray,c,gray,,
7045,floury-white,c,white,,
13025,flower-blue,c,blue,,
9535,flower-colored,y,,,
7205,fly-in-amber,n,amber,,
6852,foam-white,c,white,,
7750,fog-colored,y,,,
5674,forest-green,c,green,,
18983,forget-me-not-colored,n,,,
3496,fox-colored,y,,,
2672,foxy-black,c,black,,
2862,foxy-colored,y,,,
5936,foxy-red,c,red,,
15679,free-colored,n,,m,
9174,frefh-colored,n,fresh-colored,,
12820,fresh-colored,n,,m,
5589,freshly-gilded,n,gilded,,
18822,freshly-gilt,n,gilt,,
10608,freshly-red,n,red,,
1397,fresli-colored,n,,,
16808,frost-black,c,black,,
19096,frost-white,c,white,,
6015,frosty-red,c,red,,
5119,frothy-white,c,white,,
15812,ftraw-colored,n,,,
10681,full-black,n,black,,
13966,full-colored,n,,m,
7693,fully-colored,n,,m,
12377,g'olden-colored,n,golden-colored,,
13782,gaily-colored,n,,m,
7917,gala-green,c,green,,
15002,gall-honey,n,,,
1237,galloway-white,c,white,,
18653,gallows-green,c,green,,
581,gamboge-colored,y,,,
5391,garden-green,c,green,,
6888,garter-blue,c,blue,,
13244,gas-jet,y,,,
2090,gaudily-colored,n,,m,
9803,gaudily-gilt,n,gilt,,
10889,gaudy-colored,n,,m,
3140,gay-colored,n,,m,
10800,gem-green,c,green,,
6124,gentian-colored,y,,,
16997,gentianella-colored,y,,,
2774,geranium-colored,y,,,
1850,geranium-green,c,green,,
9902,geranium-red,c,red,,
5492,german-silver,n,,,
439,ghastly-white,n,white,,
13381,ghost-gray,c,grey,,
18407,ghost-white,c,white,,
11890,gipsj-colored,n,gipsy-colored,,
16742,gipsy-brown,c,brown,,
878,glass-blue,c,blue,,
17786,glass-gray,c,gray,,
139,glass-green,c,green,,
19318,glass-white,c,white,,
10270,glassy-blue,c,blue,,
1331,glassy-emerald,c,emerald,,
3024,glassy-green,c,green,,
9005,glaucous-green,y,,,
19109,glittering-white,c,white,,
14839,gloomy-colored,n,,m,
1423,glorious-colored,n,,m,
18130,glossy-brown,c,brown,,
4455,glossy-green,c,green,,
18324,glossy-white,c,white,,
6149,glow-worm-colored,n,glowworm-colored,,
12312,glowworm-colored,y,,,
9917,goldy-brown,y,,,
13650,goose-gray,c,gray,,
5426,goose-green,c,green,,
822,gooseberry-colored,y,,,
11211,gorgeous-colored,n,,m,
13378,gorgeously-colored,n,,m,
7981,gorgeously-gilded,n,gilded,,
15794,gorgeously-gilt,n,gilt,,
12786,gosling-colored,y,,,
5080,gosling-green,c,green,,
8797,granite-colored,y,,,
10693,grape-green,c,green,,
606,grass-colored,y,,,
5658,grass-green,c,green,,
7198,grassy-green,c,green,,
11644,grave-colored,y,,,
8261,grayand-silver,n,gray-and-silver,,
14375,grayand-white,n,gray-and-white,,
16545,greenand-black,n,green-and-black,,
6503,greenand-pink,n,green-and-pink,,
16447,greengage-colored,y,,,
17015,greenisb-black,n,greenish-black,,
18992,greenybrowny-yellowish,n,greeny-browny-yellowish,,
7221,greeu-gray,n,,,
6108,grise-colored,n,gray-colored,,
12063,grizzle-gray,c,gray,,
14334,grizzly-brown,y,,,
2465,grocer's-blue,n,,,
7306,grogram-gray,n,,,
10226,guelder-rose,n,,,
10618,guinea-colored,y,,,
14313,gummy-brown,c,brown,,
9196,hair-colored,y,,,
17750,half-black,n,black,,
5888,half-blue,n,blue,,
11687,half-colored,n,,m,
4733,half-crimson,n,crimson,,
7667,half-emerald,n,emerald,,
3849,half-flaxen,n,flaxen,,
15249,half-gold,n,gold,,
3241,half-golden,n,golden,,
12196,half-gray,n,gray,,
11742,half-green,n,green,,
9567,half-livid,n,livid,,
15156,half-olive,n,olive,,
2173,half-purple,n,purple,,
14730,half-red,n,red,,
4413,half-rose,n,rose,,
1187,half-silver,n,silver,,
1558,half-white,n,white,,
2035,hangin'-bone,n,,,
16439,hard-blue,c,blue,,
3694,harebell-azure,c,azure,,
3268,harlequin-colored,n,,m,
7380,harmoniously-colored,n,,m,
10568,harsh-colored,n,,m,
6289,hay-colored,y,,,
12546,hay-green,c,green,,
7980,hazy-blue,c,blue,,
15618,hazy-white,c,white,,
17644,health-rosy,n,rosy,,
13425,heath-brown,c,brown,,
14969,heather-colored,y,,,
10871,heather-purple,c,purple,,
6960,heaven-blue,n,blue,,
7109,heaven-colored,n,,m,
10151,heavenly-blue,c,blue,,
12879,heavily-gilded,n,gilded,,
10275,heavily-gilt,n,gilt,,
8931,heavy-gilded,c,gilded,,
5541,hectic-colored,n,,m,
2223,heddm-gray,n,gray,,
17201,her-white,n,white,,
2413,herrin'-bone,n,,,
9355,herring-bone,n,,,
3879,hght-blue,n,,,
7297,hght-brown,n,,,
11974,hght-colored,n,,,
18555,hght-gray,n,,,
15882,hice-cream,n,,,
8422,high-cheeked-bone,n,,,
13297,high-colored,n,,m,
7600,higher-colored,n,,m,
800,highest-colored,n,,m,
18769,highly-colored,n,,m,
532,highly-gilded,n,gilded,,
7792,highly-gilt,n,gilt,,
13093,highly-sanguine,n,sanguine,,
12416,higli-colored,n,,,
13401,hihly-colored,n,,,
13443,hill-violet,n,violet,,
3966,hiohlv-colored,n,,,
15727,his-color,n,,,
6404,his-white,n,white,,
8480,hisgray-green,n,gray-green,,
11780,hlack-red,n,black-red,,
1318,hly-white,n,white,,
3552,hoar-frost-silver,y,,,
14841,hodden-gray,c,gray,,
13867,hoddin-gray,c,gray,,
931,hoe-black,c,black,,
10887,hog-plum,n,,,
4389,holly-green,n,green,,
12301,hopelessly-black,n,black,,
10378,horse-chestnut,n,,,
13419,horse-reddish,n,,,
11206,hot-chestnut,n,,,
9103,houton-de-rose,n,rose,,
14845,hunting-green,n,green,,
9478,huntsky-blue,n,sky-blue,,
4830,iarti-colored,n,,,
966,ice-blue,c,blue,,
11934,ice-colored,y,,,
15277,ice-cream,n,,,
3053,ice-gray,c,gray,,
18709,ice-white,c,white,,
17108,ideal-sanguine,n,sanguine,,
3138,iiery-red,n,,,
6730,ill-colored,n,,m,
10023,imitation-pearl,n,,,
15509,impossible-colored,n,,m,
11682,in-gold,n,gold,,
3247,in-whitest,n,whitest,,
14175,incm-red,n,,,
13406,indian-red,c,red,,
5782,indifferently-colored,n,,m,
7789,inj-red,n,,,
14441,ink-blue,c,blue,,
5710,inky-black,c,black,,
5452,inky-colored,y,,,
10584,instep-bone,n,,,
7692,intensely-blue,n,blue,,
9356,invisible-blue,c,blue,,
6508,invisible-green,c,green,,
6501,iron-black,c,black,,
8695,iron-brown,c,brown,,
5501,iron-colored,y,,,
14410,iron-gray,c,gray,,
7635,irongray-colored,n,iron-gray-colored,,
16046,irou-gray,n,iron-gray,,
16479,is-gray,n,gray,,
13559,is-green,n,green,,
3377,itch-black,n,,,
6294,itcrocus-yellow,n,,,
6984,its-red,n,red,,
18001,iurplish-blue,n,purplish-blue,,
165,ivy-colored,y,,,
19237,ivy-green,c,green,,
18559,jack-in-the-green,n,,,
16077,jack-inthe-green,n,,,
18099,jackdaw-colored,y,,,
15723,japonica-colored,y,,,
18913,jarti-colored,n,,,
9691,jaundice-colored,y,,,
1932,jaundice-yellow,c,yellow,,
8738,jaw-bone,n,,,
156,jdlum-colored,n,,,
9572,jetty-black,y,,,
16777,jewel-colored,y,,,
7723,jewel-red,c,red,,
15884,jeweller's-gold,n,,,
2877,jigolden-brown,n,golden-brown,,
7456,jonquil-colored,y,,,
4834,jozvzz-colored,n,,,
12979,jsky-blue,n,sky-blue,,
14229,keen-blue,n,blue,,
13835,keenly-blue,n,blue,,
17501,kettle-colored,y,,,
18428,kid-colored,n,,,
13710,kind-blue,n,blue,,
7267,l-red,n,red,,
14458,lake-red,n,red,,
19284,lam'-black,n,,,
9036,lamb-black,n,,,
5068,lamp-black,n,,,
3961,lapis-blue,c,blue,,
15114,lapis-colored,y,,,
9271,laurel-rose,c,rose,,
18200,lava-colored,y,,,
18845,le-green,n,green,,
7059,lead-color,y,,,
3233,lead-colored,y,,,
14719,leaden-black,y,,,
4275,leaden-blue,y,,,
12053,leaden-colored,y,,,
4293,leaden-gray,y,,,
15839,leaden-green,y,,,
17110,leaden-yellow,y,,,
15300,leadtn-colored,n,leaden-colored,,
5284,leaf-colored,y,,,
408,leaf-gold,c,gold,,
2702,leaf-shadow,n,,,
17020,least-roseate,n,roseate,,
2429,leather-brown,c,brown,,
14241,leather-colored,y,,,
3495,lemoa-colored,n,,,
14825,lemouand-white,n,white,,
13150,leprous-colored,n,,m,
8719,liame-colored,n,,,
9070,lichen-colored,y,,,
18232,licht-colored,n,,,
8754,lidit-brown,n,light-brown,,
6805,lie-gilt,n,,,
19022,light-colored,n,,m,
13022,lighted-gray,c,gray,,
4400,lighter-blue,c,blue,,
16625,lighter-colored,n,,m,
7078,lightest-blue,c,blue,,
18102,lightish-brown,y,,,
1137,lightish-colored,n,,m,
3582,lightish-gray,y,,,
363,lightning-blue,c,blue,,
9106,liglit-brown,n,light-brown,,
18583,liht-brown,n,light-brown,,
1799,lilach-colored,n,lilac-colored,,
12219,lilly-white,c,white,,
14579,lint-white,c,white,,
5338,lio-ht-blue,n,,,
9980,lioht-colored,n,light-colored,m,
17286,lion-brown,c,brown,,
7501,lion-colored,y,,,
8852,liorht-colored,n,,,
9786,lively-colored,n,,m,
3383,liver-colored,y,,,
10754,liverand-white,n,white,,
4040,living-red,c,red,,
997,lizai'd-green,n,,,
18474,lizard-green,y,,,
13023,long-shadow,n,,,
12160,longcoal-black,n,coal-black,,
16059,longsnow-white,n,snow-white,,
3503,loud-colored,n,,m,
14303,lovely-colored,n,,m,
5268,lurid-blue,n,blue,,
15451,lustrous-rosy,c,rosy,,
19384,m-colored,n,,,
