color_name,period,absolute_freq,relative_freq,absolute_freq_threshold,relative_freq_threshold
rosy-red,1800,3,0.020321022022772143,1,0.006773674007590715
rubicund,1800,3,0.020321022022772143,1,0.006773674007590715
saffron,1800,3,0.020321022022772143,1,0.006773674007590715
whitest,1800,3,0.020321022022772143,1,0.006773674007590715
yellower,1800,3,0.020321022022772143,1,0.006773674007590715
agate,1800,2,0.01354734801518143,1,0.006773674007590715
blackish,1800,2,0.01354734801518143,1,0.006773674007590715
carmine,1800,2,0.01354734801518143,1,0.006773674007590715
china-rose,1800,2,0.01354734801518143,1,0.006773674007590715
drab-colored,1800,2,0.01354734801518143,1,0.006773674007590715
flame-colored,1800,2,0.01354734801518143,1,0.006773674007590715
flesh-colored,1800,2,0.01354734801518143,1,0.006773674007590715
fresh-colored,1800,2,0.01354734801518143,1,0.006773674007590715
highly-colored,1800,2,0.01354734801518143,1,0.006773674007590715
iron-gray,1800,2,0.01354734801518143,1,0.006773674007590715
laburnum,1800,2,0.01354734801518143,1,0.006773674007590715
light-colored,1800,2,0.01354734801518143,1,0.006773674007590715
olive-colored,1800,2,0.01354734801518143,1,0.006773674007590715
opal,1800,2,0.01354734801518143,1,0.006773674007590715
pearl-colored,1800,2,0.01354734801518143,1,0.006773674007590715
purplish,1800,2,0.01354734801518143,1,0.006773674007590715
red-brown,1800,2,0.01354734801518143,1,0.006773674007590715
redder,1800,2,0.01354734801518143,1,0.006773674007590715
reddish,1800,2,0.01354734801518143,1,0.006773674007590715
rhubarb-colored,1800,2,0.01354734801518143,1,0.006773674007590715
rosy-colored,1800,2,0.01354734801518143,1,0.006773674007590715
sea-green,1800,2,0.01354734801518143,1,0.006773674007590715
tawny-orange,1800,2,0.01354734801518143,1,0.006773674007590715
violet-colored,1800,2,0.01354734801518143,1,0.006773674007590715
amethyst,1800,1,0.006773674007590715,1,0.006773674007590715
apricot,1800,1,0.006773674007590715,1,0.006773674007590715
azure-colored,1800,1,0.006773674007590715,1,0.006773674007590715
beautifully-white,1800,1,0.006773674007590715,1,0.006773674007590715
bluest,1800,1,0.006773674007590715,1,0.006773674007590715
bluish-gray,1800,1,0.006773674007590715,1,0.006773674007590715
blush-colored,1800,1,0.006773674007590715,1,0.006773674007590715
blush-rose,1800,1,0.006773674007590715,1,0.006773674007590715
brown-red,1800,1,0.006773674007590715,1,0.006773674007590715
burgundy,1800,1,0.006773674007590715,1,0.006773674007590715
chalk-white,1800,1,0.006773674007590715,1,0.006773674007590715
chocolate-colored,1800,1,0.006773674007590715,1,0.006773674007590715
cinnamon,1800,1,0.006773674007590715,1,0.006773674007590715
coffee-colored,1800,1,0.006773674007590715,1,0.006773674007590715
college-green,1800,1,0.006773674007590715,1,0.006773674007590715
copper-colored,1800,1,0.006773674007590715,1,0.006773674007590715
crimson-colored,1800,1,0.006773674007590715,1,0.006773674007590715
deep-colored,1800,1,0.006773674007590715,1,0.006773674007590715
delicate-colored,1800,1,0.006773674007590715,1,0.006773674007590715
dove-colored,1800,1,0.006773674007590715,1,0.006773674007590715
ever-sanguine,1800,1,0.006773674007590715,1,0.006773674007590715
fair-green,1800,1,0.006773674007590715,1,0.006773674007590715
fawn-colored,1800,1,0.006773674007590715,1,0.006773674007590715
glittering-white,1800,1,0.006773674007590715,1,0.006773674007590715
grass-green,1800,1,0.006773674007590715,1,0.006773674007590715
gray-blue,1800,1,0.006773674007590715,1,0.006773674007590715
green-baize,1800,1,0.006773674007590715,1,0.006773674007590715
greenest,1800,1,0.006773674007590715,1,0.006773674007590715
high-colored,1800,1,0.006773674007590715,1,0.006773674007590715
hyacinth,1800,1,0.006773674007590715,1,0.006773674007590715
indigo,1800,1,0.006773674007590715,1,0.006773674007590715
lead-colored,1800,1,0.006773674007590715,1,0.006773674007590715
lilac-colored,1800,1,0.006773674007590715,1,0.006773674007590715
lily-white,1800,1,0.006773674007590715,1,0.006773674007590715
marigold-colored,1800,1,0.006773674007590715,1,0.006773674007590715
moss-rose,1800,1,0.006773674007590715,1,0.006773674007590715
new-colored,1800,1,0.006773674007590715,1,0.006773674007590715
olive-brown,1800,1,0.006773674007590715,1,0.006773674007590715
over-colored,1800,1,0.006773674007590715,1,0.006773674007590715
pinkish,1800,1,0.006773674007590715,1,0.006773674007590715
poppy-colored,1800,1,0.006773674007590715,1,0.006773674007590715
primrose-colored,1800,1,0.006773674007590715,1,0.006773674007590715
red-brick,1800,1,0.006773674007590715,1,0.006773674007590715
reddish-purple,1800,1,0.006773674007590715,1,0.006773674007590715
reddy,1800,1,0.006773674007590715,1,0.006773674007590715
richly-gilt,1800,1,0.006773674007590715,1,0.006773674007590715
rose-color,1800,1,0.006773674007590715,1,0.006773674007590715
sad-colored,1800,1,0.006773674007590715,1,0.006773674007590715
saffron-colored,1800,1,0.006773674007590715,1,0.006773674007590715
silver-gray,1800,1,0.006773674007590715,1,0.006773674007590715
silver-white,1800,1,0.006773674007590715,1,0.006773674007590715
slate-colored,1800,1,0.006773674007590715,1,0.006773674007590715
snuff-colored,1800,1,0.006773674007590715,1,0.006773674007590715
spiced-ginger,1800,1,0.006773674007590715,1,0.006773674007590715
strawberry,1800,1,0.006773674007590715,1,0.006773674007590715
sulphur-blue,1800,1,0.006773674007590715,1,0.006773674007590715
tan-colored,1800,1,0.006773674007590715,1,0.006773674007590715
topaz,1800,1,0.006773674007590715,1,0.006773674007590715
tri-color,1800,1,0.006773674007590715,1,0.006773674007590715
umber,1800,1,0.006773674007590715,1,0.006773674007590715
various-colored,1800,1,0.006773674007590715,1,0.006773674007590715
violet-blue,1800,1,0.006773674007590715,1,0.006773674007590715
violet-gray,1800,1,0.006773674007590715,1,0.006773674007590715
watchet-colored,1800,1,0.006773674007590715,1,0.006773674007590715
water-colored,1800,1,0.006773674007590715,1,0.006773674007590715
white-rose,1800,1,0.006773674007590715,1,0.006773674007590715
yellowish,1800,1,0.006773674007590715,1,0.006773674007590715
yellowish-green,1800,1,0.006773674007590715,1,0.006773674007590715
black,1810,2638,10.960574257641303,1,0.004154880309947423
white,1810,2177,9.04517443475554,1,0.004154880309947423
rose,1810,1883,7.823639623630998,1,0.004154880309947423
green,1810,1315,5.463667607580861,1,0.004154880309947423
red,1810,1224,5.085573499375647,1,0.004154880309947423
blue,1810,1159,4.815506279229064,1,0.004154880309947423
gray,1810,936,3.888967970110788,1,0.004154880309947423
silver,1810,674,2.800389328904563,1,0.004154880309947423
sanguine,1810,623,2.5884904330972445,1,0.004154880309947423
gold,1810,590,2.45137938286898,1,0.004154880309947423
golden,1810,574,2.384901297909821,1,0.004154880309947423
crimson,1810,568,2.3599720160501363,1,0.004154880309947423
brown,1810,453,1.8821607804061826,1,0.004154880309947423
yellow,1810,371,1.541460594990494,1,0.004154880309947423
scarlet,1810,321,1.3337165794931227,1,0.004154880309947423
purple,1810,274,1.138437204925594,1,0.004154880309947423
rosy,1810,230,0.9556224712879073,1,0.004154880309947423
gilded,1810,206,0.8559053438491692,1,0.004154880309947423
navy,1810,183,0.7603430967203785,1,0.004154880309947423
livid,1810,167,0.6938650117612197,1,0.004154880309947423
pink,1810,153,0.6356966874219558,1,0.004154880309947423
blacken,1810,119,0.49443075688374344,1,0.004154880309947423
shadow,1810,118,0.49027587657379595,1,0.004154880309947423
cream,1810,116,0.4819661159539011,1,0.004154880309947423
redden,1810,112,0.4653465947141114,1,0.004154880309947423
azure,1810,109,0.45288195378426915,1,0.004154880309947423
ruddy,1810,106,0.44041731285442687,1,0.004154880309947423
orange,1810,93,0.38640386882511035,1,0.004154880309947423
gilt,1810,87,0.36147458696542584,1,0.004154880309947423
ivory,1810,85,0.353164826345531,1,0.004154880309947423
violet,1810,77,0.3199257838659516,1,0.004154880309947423
silvery,1810,76,0.3157709035560042,1,0.004154880309947423
pearl,1810,73,0.30330626262616195,1,0.004154880309947423
auburn,1810,71,0.29499650200626704,1,0.004154880309947423
blackest,1810,65,0.2700672201465825,1,0.004154880309947423
ruby,1810,58,0.24098305797695055,1,0.004154880309947423
dun,1810,56,0.2326732973570557,1,0.004154880309947423
roseate,1810,55,0.2285184170471083,1,0.004154880309947423
olive,1810,54,0.22436353673716086,1,0.004154880309947423
flaxen,1810,53,0.22020865642721343,1,0.004154880309947423
fawn,1810,49,0.20358913518742375,1,0.004154880309947423
lime,1810,48,0.19943425487747632,1,0.004154880309947423
coral,1810,47,0.1952793745675289,1,0.004154880309947423
hazel,1810,47,0.1952793745675289,1,0.004154880309947423
honey,1810,47,0.1952793745675289,1,0.004154880309947423
jet,1810,46,0.1911244942575815,1,0.004154880309947423
whiter,1810,46,0.1911244942575815,1,0.004154880309947423
pearly,1810,45,0.18696961394763406,1,0.004154880309947423
brick,1810,41,0.17035009270784435,1,0.004154880309947423
vermilion,1810,41,0.17035009270784435,1,0.004154880309947423
copper,1810,38,0.1578854517780021,1,0.004154880309947423
russet,1810,34,0.1412659305382124,1,0.004154880309947423
whiten,1810,33,0.13711105022826497,1,0.004154880309947423
snow-white,1810,32,0.13295616991831755,1,0.004154880309947423
ebony,1810,30,0.12464640929842269,1,0.004154880309947423
alabaster,1810,29,0.12049152898847527,1,0.004154880309947423
amber,1810,29,0.12049152898847527,1,0.004154880309947423
rust,1810,29,0.12049152898847527,1,0.004154880309947423
plum,1810,28,0.11633664867852785,1,0.004154880309947423
rouge,1810,28,0.11633664867852785,1,0.004154880309947423
blacker,1810,26,0.108026888058633,1,0.004154880309947423
milk-white,1810,26,0.108026888058633,1,0.004154880309947423
saffron,1810,25,0.10387200774868559,1,0.004154880309947423
emerald,1810,24,0.09971712743873816,1,0.004154880309947423
tawny,1810,24,0.09971712743873816,1,0.004154880309947423
claret,1810,23,0.09556224712879074,1,0.004154880309947423
mahogany,1810,22,0.09140736681884332,1,0.004154880309947423
bronze,1810,21,0.08725248650889589,1,0.004154880309947423
lilac,1810,18,0.07478784557905362,1,0.004154880309947423
tan,1810,18,0.07478784557905362,1,0.004154880309947423
chocolate,1810,17,0.0706329652691062,1,0.004154880309947423
aqua,1810,16,0.06647808495915877,1,0.004154880309947423
bone,1810,15,0.062323204649211345,1,0.004154880309947423
carmine,1810,14,0.05816832433926392,1,0.004154880309947423
jade,1810,14,0.05816832433926392,1,0.004154880309947423
lemon,1810,14,0.05816832433926392,1,0.004154880309947423
peach,1810,14,0.05816832433926392,1,0.004154880309947423
redder,1810,14,0.05816832433926392,1,0.004154880309947423
reddish,1810,14,0.05816832433926392,1,0.004154880309947423
rose-colored,1810,14,0.05816832433926392,1,0.004154880309947423
canary,1810,13,0.0540134440293165,1,0.004154880309947423
cherry,1810,13,0.0540134440293165,1,0.004154880309947423
jet-black,1810,13,0.0540134440293165,1,0.004154880309947423
lavender,1810,13,0.0540134440293165,1,0.004154880309947423
strawberry,1810,13,0.0540134440293165,1,0.004154880309947423
coal-black,1810,12,0.04985856371936908,1,0.004154880309947423
charcoal,1810,11,0.04570368340942166,1,0.004154880309947423
ginger,1810,11,0.04570368340942166,1,0.004154880309947423
sky-blue,1810,11,0.04570368340942166,1,0.004154880309947423
wheat,1810,11,0.04570368340942166,1,0.004154880309947423
blood-red,1810,10,0.04154880309947424,1,0.004154880309947423
cerulean,1810,10,0.04154880309947424,1,0.004154880309947423
grayish,1810,10,0.04154880309947424,1,0.004154880309947423
salmon,1810,10,0.04154880309947424,1,0.004154880309947423
whitest,1810,10,0.04154880309947424,1,0.004154880309947423
ever-green,1810,9,0.03739392278952681,1,0.004154880309947423
dark-colored,1810,8,0.033239042479579387,1,0.004154880309947423
greener,1810,8,0.033239042479579387,1,0.004154880309947423
mustard,1810,8,0.033239042479579387,1,0.004154880309947423
pea-green,1810,8,0.033239042479579387,1,0.004154880309947423
rosy-red,1810,8,0.033239042479579387,1,0.004154880309947423
teal,1810,8,0.033239042479579387,1,0.004154880309947423
greenish,1810,7,0.02908416216963196,1,0.004154880309947423
whitish,1810,7,0.02908416216963196,1,0.004154880309947423
apricot,1810,6,0.02492928185968454,1,0.004154880309947423
bluest,1810,6,0.02492928185968454,1,0.004154880309947423
bluish,1810,6,0.02492928185968454,1,0.004154880309947423
iron-gray,1810,6,0.02492928185968454,1,0.004154880309947423
lily-white,1810,6,0.02492928185968454,1,0.004154880309947423
many-colored,1810,6,0.02492928185968454,1,0.004154880309947423
milky,1810,6,0.02492928185968454,1,0.004154880309947423
rubicund,1810,6,0.02492928185968454,1,0.004154880309947423
bowling-green,1810,5,0.02077440154973712,1,0.004154880309947423
indigo,1810,5,0.02077440154973712,1,0.004154880309947423
iris,1810,5,0.02077440154973712,1,0.004154880309947423
light-colored,1810,5,0.02077440154973712,1,0.004154880309947423
nut-brown,1810,5,0.02077440154973712,1,0.004154880309947423
rose-color,1810,5,0.02077440154973712,1,0.004154880309947423
sad-colored,1810,5,0.02077440154973712,1,0.004154880309947423
true-blue,1810,5,0.02077440154973712,1,0.004154880309947423
beryl,1810,4,0.016619521239789693,1,0.004154880309947423
blackish,1810,4,0.016619521239789693,1,0.004154880309947423
bottle-green,1810,4,0.016619521239789693,1,0.004154880309947423
browner,1810,4,0.016619521239789693,1,0.004154880309947423
copper-colored,1810,4,0.016619521239789693,1,0.004154880309947423
highly-colored,1810,4,0.016619521239789693,1,0.004154880309947423
moss-rose,1810,4,0.016619521239789693,1,0.004154880309947423
raven-black,1810,4,0.016619521239789693,1,0.004154880309947423
red-rose,1810,4,0.016619521239789693,1,0.004154880309947423
sandy-colored,1810,4,0.016619521239789693,1,0.004154880309947423
sea-green,1810,4,0.016619521239789693,1,0.004154880309947423
snuff-colored,1810,4,0.016619521239789693,1,0.004154880309947423
turquoise,1810,4,0.016619521239789693,1,0.004154880309947423
village-green,1810,4,0.016619521239789693,1,0.004154880309947423
white-red,1810,4,0.016619521239789693,1,0.004154880309947423
amethyst,1810,3,0.01246464092984227,1,0.004154880309947423
amethystine,1810,3,0.01246464092984227,1,0.004154880309947423
chestnut,1810,3,0.01246464092984227,1,0.004154880309947423
dead-white,1810,3,0.01246464092984227,1,0.004154880309947423
drab-colored,1810,3,0.01246464092984227,1,0.004154880309947423
fresh-colored,1810,3,0.01246464092984227,1,0.004154880309947423
hyacinth,1810,3,0.01246464092984227,1,0.004154880309947423
madder,1810,3,0.01246464092984227,1,0.004154880309947423
mother-of-pearl,1810,3,0.01246464092984227,1,0.004154880309947423
mummy,1810,3,0.01246464092984227,1,0.004154880309947423
peacock,1810,3,0.01246464092984227,1,0.004154880309947423
silver-gilt,1810,3,0.01246464092984227,1,0.004154880309947423
sugar-plum,1810,3,0.01246464092984227,1,0.004154880309947423
tri-colored,1810,3,0.01246464092984227,1,0.004154880309947423
yellowish,1810,3,0.01246464092984227,1,0.004154880309947423
agate,1810,2,0.008309760619894847,1,0.004154880309947423
amber-colored,1810,2,0.008309760619894847,1,0.004154880309947423
blue-colored,1810,2,0.008309760619894847,1,0.004154880309947423
bluish-green,1810,2,0.008309760619894847,1,0.004154880309947423
brownest,1810,2,0.008309760619894847,1,0.004154880309947423
cherry-colored,1810,2,0.008309760619894847,1,0.004154880309947423
cinnamon,1810,2,0.008309760619894847,1,0.004154880309947423
cream-colored,1810,2,0.008309760619894847,1,0.004154880309947423
crimson-colored,1810,2,0.008309760619894847,1,0.004154880309947423
different-colored,1810,2,0.008309760619894847,1,0.004154880309947423
dog-rose,1810,2,0.008309760619894847,1,0.004154880309947423
fiery-red,1810,2,0.008309760619894847,1,0.004154880309947423
golden-green,1810,2,0.008309760619894847,1,0.004154880309947423
hoddin-gray,1810,2,0.008309760619894847,1,0.004154880309947423
leaden-colored,1810,2,0.008309760619894847,1,0.004154880309947423
ochre,1810,2,0.008309760619894847,1,0.004154880309947423
olive-green,1810,2,0.008309760619894847,1,0.004154880309947423
oranger,1810,2,0.008309760619894847,1,0.004154880309947423
pink-colored,1810,2,0.008309760619894847,1,0.004154880309947423
pinkish,1810,2,0.008309760619894847,1,0.004154880309947423
purplish,1810,2,0.008309760619894847,1,0.004154880309947423
reddest,1810,2,0.008309760619894847,1,0.004154880309947423
reddy,1810,2,0.008309760619894847,1,0.004154880309947423
rose-pink,1810,2,0.008309760619894847,1,0.004154880309947423
ruby-colored,1810,2,0.008309760619894847,1,0.004154880309947423
sapphire,1810,2,0.008309760619894847,1,0.004154880309947423
sloe-black,1810,2,0.008309760619894847,1,0.004154880309947423
snuff-brown,1810,2,0.008309760619894847,1,0.004154880309947423
topaz,1810,2,0.008309760619894847,1,0.004154880309947423
umber,1810,2,0.008309760619894847,1,0.004154880309947423
washing-green,1810,2,0.008309760619894847,1,0.004154880309947423
whity-brown,1810,2,0.008309760619894847,1,0.004154880309947423
yellowest,1810,2,0.008309760619894847,1,0.004154880309947423
amaranth,1810,1,0.004154880309947423,1,0.004154880309947423
apple-green,1810,1,0.004154880309947423,1,0.004154880309947423
argent,1810,1,0.004154880309947423,1,0.004154880309947423
ash-colored,1810,1,0.004154880309947423,1,0.004154880309947423
azure-blue,1810,1,0.004154880309947423,1,0.004154880309947423
azure-colored,1810,1,0.004154880309947423,1,0.004154880309947423
berry-brown,1810,1,0.004154880309947423,1,0.004154880309947423
bird-lime,1810,1,0.004154880309947423,1,0.004154880309947423
black-brick,1810,1,0.004154880309947423,1,0.004154880309947423
black-brown,1810,1,0.004154880309947423,1,0.004154880309947423
bleaching-green,1810,1,0.004154880309947423,1,0.004154880309947423
bloom-colored,1810,1,0.004154880309947423,1,0.004154880309947423
blue-green,1810,1,0.004154880309947423,1,0.004154880309947423
blueish-brown,1810,1,0.004154880309947423,1,0.004154880309947423
bluer,1810,1,0.004154880309947423,1,0.004154880309947423
blush-colored,1810,1,0.004154880309947423,1,0.004154880309947423
bovvllng-green,1810,1,0.004154880309947423,1,0.004154880309947423
brick-colored,1810,1,0.004154880309947423,1,0.004154880309947423
brick-dust,1810,1,0.004154880309947423,1,0.004154880309947423
brick-red,1810,1,0.004154880309947423,1,0.004154880309947423
brickdust-colored,1810,1,0.004154880309947423,1,0.004154880309947423
brownish,1810,1,0.004154880309947423,1,0.004154880309947423
buff-color,1810,1,0.004154880309947423,1,0.004154880309947423
burnt-umber,1810,1,0.004154880309947423,1,0.004154880309947423
cadmium-yellow,1810,1,0.004154880309947423,1,0.004154880309947423
clay-colored,1810,1,0.004154880309947423,1,0.004154880309947423
coffee-colored,1810,1,0.004154880309947423,1,0.004154880309947423
college-green,1810,1,0.004154880309947423,1,0.004154880309947423
cousin-red,1810,1,0.004154880309947423,1,0.004154880309947423
damask-rose,1810,1,0.004154880309947423,1,0.004154880309947423
deep-colored,1810,1,0.004154880309947423,1,0.004154880309947423
dirty-white,1810,1,0.004154880309947423,1,0.004154880309947423
dove-colored,1810,1,0.004154880309947423,1,0.004154880309947423
dun-colored,1810,1,0.004154880309947423,1,0.004154880309947423
ever-sanguine,1810,1,0.004154880309947423,1,0.004154880309947423
fire-red,1810,1,0.004154880309947423,1,0.004154880309947423
garnet,1810,1,0.004154880309947423,1,0.004154880309947423
golden-yellow,1810,1,0.004154880309947423,1,0.004154880309947423
gooseberry-colored,1810,1,0.004154880309947423,1,0.004154880309947423
grass-green,1810,1,0.004154880309947423,1,0.004154880309947423
gray-black,1810,1,0.004154880309947423,1,0.004154880309947423
gray-blue,1810,1,0.004154880309947423,1,0.004154880309947423
gray-brown,1810,1,0.004154880309947423,1,0.004154880309947423
grayer,1810,1,0.004154880309947423,1,0.004154880309947423
grayish-black,1810,1,0.004154880309947423,1,0.004154880309947423
greenish-gray,1810,1,0.004154880309947423,1,0.004154880309947423
heliotrope,1810,1,0.004154880309947423,1,0.004154880309947423
henna,1810,1,0.004154880309947423,1,0.004154880309947423
high-colored,1810,1,0.004154880309947423,1,0.004154880309947423
hoe-black,1810,1,0.004154880309947423,1,0.004154880309947423
ill-colored,1810,1,0.004154880309947423,1,0.004154880309947423
laburnum,1810,1,0.004154880309947423,1,0.004154880309947423
lead-colored,1810,1,0.004154880309947423,1,0.004154880309947423
lighter-colored,1810,1,0.004154880309947423,1,0.004154880309947423
maroon,1810,1,0.004154880309947423,1,0.004154880309947423
moss-gray,1810,1,0.004154880309947423,1,0.004154880309947423
mouse-colored,1810,1,0.004154880309947423,1,0.004154880309947423
muddy-colored,1810,1,0.004154880309947423,1,0.004154880309947423
mulberry-colored,1810,1,0.004154880309947423,1,0.004154880309947423
nacre,1810,1,0.004154880309947423,1,0.004154880309947423
navy-blue,1810,1,0.004154880309947423,1,0.004154880309947423
olive-brown,1810,1,0.004154880309947423,1,0.004154880309947423
olive-colored,1810,1,0.004154880309947423,1,0.004154880309947423
opal,1810,1,0.004154880309947423,1,0.004154880309947423
paper-gold,1810,1,0.004154880309947423,1,0.004154880309947423
peach-colored,1810,1,0.004154880309947423,1,0.004154880309947423
pearl-gray,1810,1,0.004154880309947423,1,0.004154880309947423
pistachio,1810,1,0.004154880309947423,1,0.004154880309947423
plum-colored,1810,1,0.004154880309947423,1,0.004154880309947423
prettier-colored,1810,1,0.004154880309947423,1,0.004154880309947423
puce,1810,1,0.004154880309947423,1,0.004154880309947423
puce-colored,1810,1,0.004154880309947423,1,0.004154880309947423
purple-colored,1810,1,0.004154880309947423,1,0.004154880309947423
red-brick,1810,1,0.004154880309947423,1,0.004154880309947423
red-colored,1810,1,0.004154880309947423,1,0.004154880309947423
red-gold,1810,1,0.004154880309947423,1,0.004154880309947423
reddish-brown,1810,1,0.004154880309947423,1,0.004154880309947423
